elapsed_ms	fix	expected_kmh	map_rmse
1444503	1419	44.9	0.0419942
1446003	1420	44.9	0.0378623
1447504	1422	46.4	0.0376263
1449003	1423	41.2	0.0447152
1450503	1425	41.2	0.0448445
1452004	1426	31.2	0.0442661
1453504	1428	31.2	0.0432005
1455003	1429	32.8	0.0429306
1456504	1431	32.8	0.0407335
1458004	1432	32.7	0.0361952
1459504	1434	32.5	0.0353329
1461004	1435	33.5	0.0329044
1462503	1437	33.1	0.034585
1464004	1438	35.9	0.0325577
1465504	1440	35.9	0.0295367
1467004	1441	0.0	0.0223642
1468503	1441	0.0	0.0240223
1470004	1441	0.0	0.02706
1471504	1441	0.0	0.0288939
1473004	1441	0.0	0.030617
1474504	1441	0.0	0.0170031
1476003	1441	0.0	0.0119557
1477503	1441	0.0	0.00918419
1479004	1441	0.0	0.00377348
1480504	1441	0.0	0.0281703
1482004	1441	0.0	0.0340216
1483503	1441	0.0	0.0365419
1485003	1441	0.0	0.0142289
1486503	1441	0.0	0.0191544
1488004	1441	0.0	0.0211433
1489503	1441	0.0	0.0201885
1491004	1441	0.0	0.0136584
1492503	1441	0.0	0.0166544
1494003	1441	0.0	0.00516085
1495504	1441	0.0	0.0149684
1497003	1441	0.0	0.0170288
1498504	1441	0.0	0.0210988
1500003	1441	0.0	0.0163292
1501504	1441	0.0	0.0151932
1503003	1441	0.0	0.0210449
1504504	1441	0.0	0.0137718
