frame	fix	elapsed_s	route_kmh	rmse	identical	in_window
664	569	587.803	45.0	9.370168	0	1
665	570	588.678	44.7	8.565503	0	1
666	571	589.560	45.0	8.070111	0	1
667	572	590.485	45.2	7.220007	0	1
668	573	591.375	45.2	6.152414	0	1
669	574	592.285	45.9	7.109843	0	1
670	575	593.162	45.7	6.300509	0	1
671	576	594.035	46.9	6.161107	0	1
672	576	594.931	46.9	6.883887	0	1
673	577	595.859	46.6	8.376460	0	1
674	578	596.760	50.4	11.794801	0	1
675	579	597.678	50.6	12.111082	0	1
676	580	598.582	57.3	10.702293	0	1
677	581	599.506	57.4	12.293200	0	1
678	582	600.362	62.1	15.054100	0	1
679	583	601.266	61.9	16.378025	0	1
680	584	602.160	62.6	16.185043	0	1
681	584	603.070	62.6	15.514704	0	1
682	585	603.970	62.6	16.032497	0	1
683	586	604.843	63.2	16.593771	0	1
684	587	605.768	63.3	16.707714	0	1
685	588	606.671	67.8	16.002145	0	1
686	589	607.600	67.9	16.346578	0	1
687	590	608.503	73.4	16.861895	0	1
688	591	609.417	73.3	17.775887	0	1
689	592	610.319	77.7	16.148632	0	1
690	592	611.260	77.7	14.605820	0	1
691	593	612.131	77.9	15.557706	0	1
692	594	613.048	81.7	16.255354	0	1
693	595	613.986	81.6	11.794484	0	1
694	596	614.876	85.5	11.116007	0	1
695	597	615.760	85.5	11.524504	0	1
696	598	616.655	89.1	10.808197	0	1
697	599	617.539	89.1	10.979768	0	1
698	600	618.514	90.4	9.239635	0	1
699	600	619.419	90.4	7.932146	0	1
700	601	620.306	91.1	6.669675	0	1
701	602	621.229	90.6	4.960952	0	1
702	603	622.095	91.5	4.975988	0	1
703	604	623.015	91.5	5.208318	0	1
704	605	623.908	91.9	5.288373	0	1
705	606	624.778	91.5	5.518182	0	1
706	607	625.661	91.7	5.738457	0	1
707	607	626.526	91.7	6.616602	0	1
708	608	627.454	91.2	7.075064	0	1
709	609	628.358	90.3	7.085064	0	1
710	610	629.225	90.5	6.930405	0	1
711	611	630.203	90.9	6.717953	0	1
712	612	631.138	90.5	6.654967	0	1
713	613	631.976	90.3	6.390912	0	1
714	614	632.877	90.3	6.004669	0	1
715	615	633.797	88.1	4.942479	0	1
716	615	634.686	88.1	4.309448	0	1
717	616	635.593	88.4	4.644650	0	1
718	617	636.489	84.5	4.965944	0	1
719	618	637.405	84.4	4.895205	0	1
720	619	638.272	80.6	4.714585	0	1
721	620	639.161	80.9	4.667764	0	1
722	621	640.031	77.2	4.533998	0	1
723	622	640.946	77.6	7.348546	0	1
724	623	641.887	74.7	8.339629	0	1
725	623	642.796	74.7	10.319880	0	1
726	624	643.650	74.9	10.308752	0	1
727	625	644.521	72.9	9.808726	0	1
728	626	645.407	73.0	8.408902	0	1
729	627	646.252	70.1	8.018637	0	1
730	628	647.178	69.8	6.709785	0	1
731	629	648.081	67.3	5.647854	0	1
732	630	649.010	67.3	5.310174	0	1
733	630	649.892	67.3	4.304240	0	1
734	631	650.798	67.0	4.914109	0	1
735	632	651.718	66.9	5.685840	0	1
736	633	652.637	69.1	6.517704	0	1
737	634	653.575	69.1	6.368715	0	1
738	635	654.447	71.7	6.396109	0	1
739	636	655.341	71.8	7.489958	0	1
740	637	656.222	73.1	6.455309	0	1
741	637	657.118	73.1	8.436876	0	1
742	638	658.021	73.1	9.816123	0	1
743	639	658.925	73.6	8.411515	0	1
744	640	659.819	73.4	7.372133	0	1
745	641	660.685	73.7	7.132507	0	1
746	642	661.565	73.8	7.515717	0	1
747	643	662.436	74.4	7.128554	0	1
748	644	663.340	74.4	7.530466	0	1
749	645	664.272	74.0	9.065479	0	1
750	645	665.159	74.0	10.494614	0	1
751	646	666.053	73.7	10.569673	0	1
752	647	666.999	73.1	10.637989	0	1
753	648	667.875	73.4	10.516822	0	1
754	649	668.767	71.9	10.502592	0	1
755	650	669.662	72.1	12.089366	0	1
756	651	670.591	71.1	12.575221	0	1
757	652	671.514	71.1	12.942011	0	1
758	652	672.408	71.1	11.769981	0	1
759	653	673.321	70.6	12.423755	0	1
760	654	674.199	70.3	12.103139	0	1
761	655	675.118	69.6	12.289275	0	1
762	656	676.039	69.6	12.830317	0	1
763	657	676.906	70.4	11.717560	0	1
764	658	677.847	70.6	13.191605	0	1
765	659	678.776	71.3	14.042236	0	1
766	660	679.616	71.3	14.072171	0	1
767	660	680.510	71.3	13.345068	0	1
768	661	681.400	72.7	12.885524	0	1
769	662	682.272	72.7	12.585185	0	1
770	663	683.122	72.7	12.712163	0	1
771	664	684.072	72.7	12.290567	0	1
772	665	684.971	71.0	12.665508	0	1
773	666	685.847	71.0	14.059266	0	1
774	667	686.743	70.3	15.754810	0	1
775	667	687.648	70.3	17.395748	0	1
776	668	688.557	69.9	18.286507	0	1
777	669	689.488	67.9	18.150492	0	1
778	670	690.394	67.8	19.029790	0	1
779	671	691.283	65.6	18.637473	0	1
780	672	692.159	66.0	14.982803	0	1
781	673	693.063	65.2	17.308894	0	1
782	674	693.960	64.7	16.926480	0	1
783	675	694.887	64.5	15.682908	0	1
784	675	695.814	64.5	15.652524	0	1
785	676	696.694	64.3	16.040570	0	1
786	677	697.566	63.6	16.950735	0	1
787	678	698.457	63.9	16.953295	0	1
788	679	699.381	64.1	16.670723	0	1
789	680	700.275	64.3	17.312728	0	1
790	681	701.177	66.0	17.455132	0	1
791	682	702.104	66.5	18.325431	0	1
792	683	703.092	68.4	18.032331	0	1
793	684	704.000	68.7	18.323000	0	1
794	684	704.910	68.7	15.848701	0	1
795	685	705.832	76.6	16.427647	0	1
796	686	706.734	77.1	15.658728	0	1
797	687	707.617	83.9	16.158611	0	1
798	688	708.510	84.3	15.785343	0	1
799	689	709.398	85.9	16.103471	0	1
800	690	710.315	85.6	15.331764	0	1
801	691	711.184	85.9	15.811866	0	1
802	691	712.081	85.9	15.629987	0	1
803	692	712.970	85.8	14.683852	0	1
804	693	713.909	96.1	14.618200	0	1
805	694	714.822	91.4	14.373257	0	1
806	695	715.703	89.6	13.302346	0	1
807	696	716.592	89.6	10.378403	0	1
808	697	717.496	91.0	9.598893	0	1
809	698	718.441	90.8	9.962451	0	1
810	699	719.319	90.4	10.918164	0	1
811	699	720.267	90.4	10.615191	0	1
812	700	721.202	87.8	9.791137	0	1
813	701	722.120	87.6	9.029722	0	1
814	702	723.023	86.9	9.105907	0	1
815	703	723.935	86.6	8.112540	0	1
816	704	724.844	86.5	7.243401	0	1
817	705	725.739	86.4	8.363569	0	1
818	706	726.678	86.3	8.832877	0	1
819	707	727.554	86.0	9.199312	0	1
820	708	728.485	87.3	8.807495	0	1
821	708	729.378	87.3	7.262009	0	1
822	709	730.275	87.0	6.325387	0	1
823	710	731.203	87.4	6.675126	0	1
824	711	732.135	87.4	6.129675	0	1
825	712	733.091	90.0	5.601997	0	1
826	713	734.002	90.1	4.990433	0	1
827	714	734.890	94.8	4.187888	0	1
828	715	735.822	96.0	5.002774	0	1
829	716	736.669	95.7	5.434224	0	1
830	716	737.584	95.7	4.910085	0	1
831	717	738.481	96.3	4.728527	0	1
832	718	739.413	97.2	5.281289	0	1
833	719	740.335	96.0	4.627849	0	1
834	720	741.306	95.4	4.932360	0	1
835	721	742.230	97.2	6.153597	0	1
836	722	743.127	97.5	5.382507	0	1
837	723	744.027	98.2	5.603596	0	1
838	724	744.902	97.8	5.530550	0	1
839	725	745.805	97.2	5.403996	0	1
840	725	746.711	97.2	5.019127	0	1
841	726	747.619	96.9	5.193925	0	1
842	727	748.569	97.3	4.881649	0	1
843	728	749.492	96.7	4.946221	0	1
844	729	750.405	96.4	4.623982	0	1
845	730	751.328	96.3	4.952917	0	1
846	731	752.188	94.7	4.963062	0	1
847	732	753.134	94.2	5.528162	0	1
848	733	754.003	94.7	5.710724	0	1
849	734	754.911	94.8	5.471399	0	1
850	734	755.846	94.8	5.183853	0	1
851	735	756.782	95.2	4.905919	0	1
852	736	757.658	94.6	5.835888	0	1
853	737	758.561	94.6	6.618439	0	1
854	738	759.450	96.5	7.068664	0	1
855	739	760.423	95.2	6.650517	0	1
856	740	761.301	96.4	6.624925	0	1
857	741	762.208	96.9	6.706902	0	1
858	742	763.098	96.3	7.312998	0	1
859	742	764.002	96.3	7.886350	0	1
860	743	764.865	96.3	8.292385	0	1
861	744	765.786	95.8	7.718529	0	1
862	745	766.682	94.5	6.961318	0	1
863	746	767.568	92.5	6.813387	0	1
864	747	768.506	90.3	6.854537	0	1
865	748	769.369	90.8	7.048941	0	1
866	749	770.297	90.9	6.863764	0	1
867	750	771.216	92.0	6.015302	0	1
868	750	772.178	92.0	6.732303	0	1
869	751	773.112	92.7	6.036084	0	1
870	752	774.072	91.7	6.376665	0	1
871	753	774.984	92.3	6.693808	0	1
872	754	775.913	92.7	6.760812	0	1
873	755	776.812	91.6	7.610443	0	1
874	756	777.752	91.8	8.017883	0	1
875	757	778.658	90.4	7.547430	0	1
876	758	779.560	91.4	5.434447	0	1
877	759	780.499	90.9	3.802213	0	1
878	760	781.410	90.0	3.576196	0	1
879	760	782.344	90.0	4.659062	0	1
880	761	783.259	89.9	4.784182	0	1
881	762	784.185	90.2	3.831613	0	1
882	763	785.148	89.3	3.878553	0	1
883	764	786.056	88.9	4.363198	0	1
884	765	786.971	87.8	4.499330	0	1
885	766	787.880	87.8	3.762251	0	1
886	767	788.779	87.3	3.123600	0	1
887	768	789.698	87.3	4.381463	0	1
888	769	790.605	87.2	4.521972	0	1
889	769	791.500	87.2	4.540827	0	1
890	770	792.430	87.2	3.920802	0	1
891	771	793.338	88.2	3.250345	0	1
892	772	794.223	88.6	3.659289	0	1
893	773	795.135	90.6	4.514209	0	1
894	774	796.053	91.0	4.204650	0	1
895	775	796.914	92.2	5.035525	0	1
896	776	797.834	93.1	5.106264	0	1
897	777	798.723	91.9	4.223489	0	1
898	777	799.645	91.9	3.509197	0	1
899	778	800.535	92.3	1.397549	0	1
900	779	801.460	92.2	1.064802	0	1
901	780	802.372	92.5	0.914464	0	1
902	781	803.254	91.9	1.490736	0	1
903	782	804.099	92.3	0.336319	0	1
904	783	805.017	91.9	0.358577	0	1
905	784	805.948	91.8	0.358968	0	1
906	785	806.858	91.9	0.417801	0	1
907	785	807.730	91.9	0.648614	0	1
908	786	808.693	91.7	0.566712	0	1
909	787	809.586	91.5	0.494108	0	1
910	788	810.460	91.7	0.809876	0	1
911	789	811.342	92.3	1.551492	0	1
912	790	812.289	92.9	0.991865	0	1
913	791	813.195	91.2	1.238598	0	1
914	792	814.109	89.9	1.186534	0	1
915	793	815.030	87.6	1.420499	0	1
916	793	815.955	87.6	1.531206	0	1
917	794	816.878	87.4	1.472484	0	1
918	795	817.793	84.4	2.040365	0	1
919	796	818.722	84.4	2.373970	0	1
920	797	819.636	80.2	2.440718	0	1
921	798	820.559	80.4	3.679900	0	1
922	799	821.427	78.6	4.121629	0	1
923	800	822.254	78.7	6.181062	0	1
924	801	823.163	80.6	7.293404	0	1
925	801	824.048	80.6	6.262112	0	1
926	802	824.983	80.8	6.571282	0	1
927	803	825.912	81.6	6.493916	0	1
928	804	826.798	82.0	6.560545	0	1
929	805	827.679	82.7	6.210780	0	1
930	806	828.504	82.7	6.640397	0	1
931	807	829.378	84.0	6.861195	0	1
932	808	830.305	84.2	6.386989	0	1
933	808	831.247	84.2	5.757144	0	1
934	809	832.203	85.2	5.356530	0	1
935	810	833.153	85.2	5.784333	0	1
936	811	834.075	86.7	5.311337	0	1
937	812	834.982	86.5	5.724744	0	1
938	813	835.896	87.8	5.909362	0	1
939	814	836.824	87.6	5.425520	0	1
940	815	837.735	88.4	5.192121	0	1
941	816	838.651	88.6	5.061757	0	1
942	817	839.523	88.2	6.365182	0	1
943	817	840.403	88.2	5.800902	0	1
944	818	841.333	87.9	5.327046	0	1
945	819	842.225	88.5	3.159681	0	1
946	820	843.144	88.7	2.205683	0	1
947	821	844.067	89.5	5.176270	0	1
948	822	844.962	90.0	7.258715	0	1
949	823	845.839	90.2	7.647227	0	1
950	824	846.683	89.3	6.728699	0	1
951	825	847.601	89.2	6.445642	0	1
952	825	848.490	89.2	6.080130	0	1
953	826	849.409	90.2	5.691087	0	1
954	827	850.311	89.9	5.334731	0	1
955	828	851.220	90.0	5.087282	0	1
956	829	852.104	90.0	5.241004	0	1
957	830	853.013	89.8	5.744022	0	1
958	831	853.909	91.8	5.979793	0	1
959	832	854.868	95.0	5.657704	0	1
960	832	855.727	95.0	5.552584	0	1
961	833	856.613	98.5	4.946416	0	1
962	834	857.562	101.8	5.077286	0	1
963	835	858.452	105.2	5.319703	0	1
964	836	859.404	108.9	5.604832	0	1
965	837	860.281	110.8	6.069605	0	1
966	838	861.167	111.1	7.125983	0	1
967	839	862.073	111.1	7.730679	0	1
968	840	862.983	111.4	7.896443	0	1
969	840	863.880	111.4	7.525877	0	1
970	841	864.740	112.1	7.303947	0	1
971	842	865.618	112.7	7.086893	0	1
972	843	866.529	113.2	7.977981	0	1
973	844	867.413	113.6	9.235484	0	1
974	845	868.366	114.3	9.598073	0	1
975	846	869.288	114.2	10.155929	0	1
976	847	870.152	113.9	9.734318	0	1
977	848	871.036	115.0	9.651458	0	1
978	848	871.936	115.0	9.210516	0	1
979	849	872.843	111.2	8.926013	0	1
980	850	873.759	117.7	8.741657	0	1
981	851	874.652	115.2	8.574104	0	1
982	852	875.553	112.0	8.190788	0	1
983	853	876.449	112.0	7.827676	0	1
984	854	877.352	113.6	8.237202	0	1
985	855	878.244	113.0	6.728916	0	1
986	855	879.146	113.0	5.431523	0	1
987	856	880.094	114.6	5.979614	0	1
988	857	880.972	114.1	5.589577	0	1
989	858	881.923	113.8	4.780856	0	1
990	859	882.791	113.5	4.488477	0	1
991	860	883.698	115.0	4.823949	0	1
992	861	884.570	115.1	4.381010	0	1
993	862	885.463	116.5	4.205851	0	1
994	863	886.354	116.2	4.693215	0	1
995	863	887.263	116.2	4.565415	0	1
996	864	888.169	117.1	4.411510	0	1
997	865	889.066	117.0	4.392855	0	1
998	866	889.960	117.1	4.551084	0	1
999	867	890.890	117.8	3.942830	0	1
1000	868	891.767	117.4	3.436656	0	1
1001	869	892.665	117.3	2.968721	0	1
1002	870	893.593	117.5	2.439849	0	1
1003	871	894.484	118.6	2.348809	0	1
1004	871	895.394	118.6	2.325157	0	1
1005	872	896.327	118.4	2.314938	0	1
1006	873	897.271	118.4	2.205628	0	1
1007	874	898.176	118.3	2.350593	0	1
1008	875	899.064	118.7	2.368667	0	1
1009	876	899.965	119.0	2.577870	0	1
1010	877	900.865	118.1	3.491547	0	1
1011	878	901.750	119.9	3.718890	0	1
1012	879	902.685	119.9	4.334851	0	1
1013	880	903.617	120.1	4.862868	0	1
1014	880	904.500	120.1	4.873311	0	1
1015	881	905.413	120.1	4.855097	0	1
1016	882	906.265	119.9	5.018009	0	1
1017	883	907.183	119.7	5.489666	0	1
1018	884	908.053	119.0	5.551577	0	1
1019	885	908.949	118.4	5.178817	0	1
1020	886	909.836	117.5	5.748274	0	1
1021	886	910.721	117.5	5.956884	0	1
1022	887	911.574	117.7	5.783957	0	1
1023	888	912.452	117.3	5.313463	0	1
1024	889	913.341	117.1	5.742071	0	1
1025	890	914.229	115.0	7.486749	0	1
1026	891	915.111	117.5	9.510863	0	1
1027	892	916.006	117.1	10.952363	0	1
1028	893	916.859	110.2	11.359676	0	1
1029	893	917.776	110.2	10.071686	0	1
1030	894	918.615	111.5	8.438804	0	1
1031	895	919.530	111.3	6.896041	0	1
1032	896	920.393	110.6	6.008018	0	1
1033	897	921.260	111.5	5.244542	0	1
1034	898	922.098	112.5	5.195498	0	1
1035	898	922.957	112.5	5.259995	0	1
1036	899	923.815	112.0	4.020334	0	1
1037	900	924.696	111.9	3.942657	0	1
1038	901	925.593	112.6	3.349550	0	1
1039	902	926.480	113.6	3.487698	0	1
1040	903	927.360	114.5	3.811178	0	1
1041	904	928.259	114.6	4.683932	0	1
1042	905	929.143	116.1	4.574256	0	1
1043	905	930.054	116.1	4.399632	0	1
1044	906	930.929	114.6	5.439334	0	1
1045	907	931.841	115.1	4.929423	0	1
1046	908	932.729	114.6	3.819442	0	1
1047	909	933.600	116.0	2.546681	0	1
1048	910	934.480	116.5	3.262591	0	1
1049	911	935.359	115.6	3.760288	0	1
1050	912	936.258	119.0	2.363694	0	1
1051	912	937.124	119.0	2.638218	0	1
1052	913	938.041	123.3	2.793748	0	1
1053	914	938.951	127.9	2.495373	0	1
1054	915	939.822	126.3	2.918284	0	1
1055	916	940.702	125.8	2.884940	0	1
1056	917	941.612	126.7	3.088079	0	1
1057	918	942.504	126.4	3.217947	0	1
1058	919	943.398	124.1	2.765624	0	1
1059	919	944.318	124.1	2.563462	0	1
1060	920	945.240	128.8	2.728489	0	1
1061	921	946.156	127.0	3.034466	0	1
1062	922	947.071	127.7	2.941280	0	1
1063	923	948.005	128.4	2.842559	0	1
1064	924	948.927	127.0	2.884114	0	1
1065	925	949.829	127.7	3.028345	0	1
1066	926	950.696	124.3	3.280682	0	1
1067	927	951.593	123.9	3.062927	0	1
1068	927	952.488	123.9	3.370333	0	1
1069	928	953.368	123.1	3.731642	0	1
1070	929	954.271	122.9	3.780743	0	1
1071	930	955.174	122.6	3.948857	0	1
1072	931	956.064	121.8	4.207344	0	1
1073	932	956.991	120.1	4.404018	0	1
1074	933	957.896	119.4	4.453180	0	1
1075	934	958.803	119.6	4.978503	0	1
1076	935	959.712	118.2	4.936014	0	1
1077	935	960.616	118.2	5.397999	0	1
1078	936	961.528	119.5	5.358026	0	1
1079	937	962.424	119.5	5.536536	0	1
1080	938	963.322	119.4	5.757288	0	1
1081	939	964.249	119.0	5.744123	0	1
1082	940	965.092	118.8	5.926741	0	1
1083	941	965.963	118.1	6.438959	0	1
1084	942	966.859	117.7	6.839446	0	1
1085	942	967.761	117.7	7.552542	0	1
1086	943	968.652	118.6	8.385717	0	1
1087	944	969.557	118.6	9.977358	0	1
1088	945	970.473	118.8	10.416256	0	1
1089	946	971.377	119.0	9.713837	0	1
1090	947	972.261	119.0	9.804273	0	1
1091	948	973.102	119.9	9.823802	0	1
1092	949	973.986	120.7	9.013261	0	1
1093	949	974.904	120.7	9.070428	0	1
1094	950	975.799	121.1	9.153559	0	1
1095	951	976.693	120.9	8.740617	0	1
1096	952	977.574	120.2	8.687610	0	1
1097	953	978.474	119.8	8.730799	0	1
1098	954	979.339	120.2	8.454705	0	1
1099	955	980.232	119.5	8.416537	0	1
1100	956	981.117	121.2	8.686266	0	1
1101	956	982.007	121.2	9.550517	0	1
1102	957	982.917	121.7	9.467541	0	1
1103	958	983.808	121.0	8.795229	0	1
1104	959	984.716	121.7	9.452737	0	1
1105	960	985.629	122.1	8.474048	0	1
1106	961	986.516	121.9	6.916345	0	1
1107	962	987.424	122.4	7.886361	0	1
1108	963	988.286	122.6	8.202012	0	1
1109	964	989.181	122.8	8.594630	0	1
1110	964	990.091	122.8	9.110133	0	1
1111	965	991.004	123.2	9.773614	0	1
1112	966	991.907	122.1	10.034589	0	1
1113	967	992.811	123.2	10.308451	0	1
1114	968	993.701	122.0	10.099064	0	1
1115	969	994.588	121.8	9.180421	0	1
1116	970	995.497	122.3	8.645624	0	1
1117	971	996.394	120.6	8.505230	0	1
1118	972	997.328	120.1	8.275015	0	1
1119	972	998.235	120.1	8.106381	0	1
1120	973	999.129	119.9	6.851005	0	1
1121	974	1000.026	120.4	6.429177	0	1
1122	975	1000.890	121.5	6.623236	0	1
1123	976	1001.800	122.2	6.755189	0	1
1124	977	1002.722	120.5	6.619504	0	1
1125	978	1003.663	120.8	5.395182	0	1
1126	979	1004.581	121.2	4.493355	0	1
1127	980	1005.481	121.5	4.728513	0	1
1128	980	1006.424	121.5	5.304111	0	1
1129	981	1007.328	121.9	5.881621	0	1
1130	982	1008.233	120.2	5.746260	0	1
1131	983	1009.090	118.8	6.236720	0	1
1132	984	1009.948	118.0	5.887966	0	1
1133	985	1010.825	117.4	5.740749	0	1
1134	986	1011.718	114.2	5.509060	0	1
1135	987	1012.601	111.7	5.810169	0	1
1136	987	1013.476	111.7	6.650290	0	1
1137	988	1014.364	106.7	6.672459	0	1
1138	989	1015.281	107.5	6.403237	0	1
1139	990	1016.196	108.7	6.701286	0	1
1140	991	1017.098	108.0	6.506399	0	1
1141	992	1018.008	107.8	6.219209	0	1
1142	993	1018.899	108.1	5.961942	0	1
1143	994	1019.793	110.0	5.942302	0	1
1144	994	1020.716	110.0	5.716995	0	1
1145	995	1021.630	110.5	4.910117	0	1
1146	996	1022.545	112.2	4.093383	0	1
1147	997	1023.465	114.4	2.831990	0	1
1148	998	1024.360	116.8	2.854484	0	1
1149	999	1025.225	118.5	3.191303	0	1
1150	1000	1026.104	121.2	2.764025	0	1
1151	1001	1027.047	122.4	2.924263	0	1
1152	1002	1027.961	122.8	2.866952	0	1
1153	1002	1028.867	122.8	2.796722	0	1
1154	1003	1029.761	124.8	2.768229	0	1
1155	1004	1030.660	123.8	2.822742	0	1
1156	1005	1031.551	124.3	2.880159	0	1
1157	1006	1032.459	124.2	2.539882	0	1
1158	1007	1033.361	123.8	2.244084	0	1
1159	1008	1034.235	122.7	4.125402	0	1
1160	1009	1035.190	122.7	4.120668	0	1
1161	1010	1036.107	122.2	4.262789	0	1
1162	1011	1037.046	122.9	4.181799	0	1
1163	1011	1037.952	122.9	3.920064	0	1
1164	1012	1038.840	123.4	4.057432	0	1
1165	1013	1039.734	122.8	4.194269	0	1
1166	1014	1040.624	121.4	4.537044	0	1
1167	1015	1041.479	121.1	4.916456	0	1
1168	1016	1042.358	120.6	5.198568	0	1
1169	1017	1043.244	120.5	4.371405	0	1
1170	1017	1044.146	120.5	4.759810	0	1
1171	1018	1045.041	118.4	5.931166	0	1
1172	1019	1045.951	118.3	5.844827	0	1
1173	1020	1046.840	115.8	4.354419	0	1
1174	1021	1047.741	115.8	4.642173	0	1
1175	1022	1048.651	114.5	4.753403	0	1
1176	1023	1049.539	117.5	5.144339	0	1
1177	1024	1050.402	117.1	3.387160	0	1
1178	1025	1051.314	116.8	1.835532	0	1
1179	1025	1052.240	116.8	2.610359	0	1
1180	1026	1053.118	116.8	3.675184	0	1
1181	1027	1054.049	117.5	4.063569	0	1
1182	1028	1054.932	115.4	4.128465	0	1
1183	1029	1055.827	118.8	4.222795	0	1
1184	1030	1056.736	116.7	5.017307	0	1
1185	1031	1057.626	118.6	5.365640	0	1
1186	1032	1058.557	119.1	6.139263	0	1
1187	1033	1059.464	118.2	6.789072	0	1
1188	1033	1060.346	118.2	6.251669	0	1
1189	1034	1061.264	117.8	5.774875	0	1
1190	1035	1062.159	117.7	5.455095	0	1
1191	1036	1063.050	116.0	5.751723	0	1
1192	1037	1063.959	118.7	5.942193	0	1
1193	1038	1064.853	116.1	5.981655	0	1
1194	1039	1065.746	117.1	5.232994	0	1
1195	1040	1066.652	116.4	4.486723	0	1
1196	1040	1067.555	116.4	4.113320	0	1
1197	1041	1068.457	114.7	3.723080	0	1
1198	1042	1069.359	111.2	2.567878	0	1
1199	1043	1070.279	107.6	2.132106	0	1
1200	1044	1071.179	104.0	3.180376	0	1
1201	1045	1072.091	101.8	3.977486	0	1
1202	1046	1072.956	95.6	4.643393	0	1
1203	1047	1073.841	91.2	3.590755	0	1
1204	1048	1074.748	89.3	3.787907	0	1
1205	1048	1075.728	89.3	4.648470	0	1
1206	1049	1076.651	89.6	4.711604	0	1
1207	1050	1077.559	88.8	5.217092	0	1
1208	1051	1078.457	88.5	6.060876	0	1
1209	1052	1079.392	87.8	6.356699	0	1
1210	1053	1080.290	88.0	6.284007	0	1
1211	1054	1081.173	86.2	6.541478	0	1
1212	1055	1082.060	86.2	5.732590	0	1
1213	1056	1082.966	89.6	5.488957	0	1
1214	1056	1083.881	89.6	5.756483	0	1
1215	1057	1084.792	89.6	5.975448	0	1
1216	1058	1085.666	95.8	6.124091	0	1
1217	1059	1086.610	97.4	5.977731	0	1
1218	1060	1087.481	107.1	5.438744	0	1
1219	1061	1088.374	118.5	4.300396	0	1
1220	1062	1089.289	125.4	4.362735	0	1
1221	1063	1090.169	121.6	4.957971	0	1
1222	1064	1091.084	117.2	4.734998	0	1
1223	1064	1091.969	117.2	4.362759	0	1
1224	1065	1092.860	113.0	4.682809	0	1
1225	1066	1093.771	106.7	5.110782	0	1
1226	1067	1094.687	96.3	5.691361	0	1
1227	1068	1095.554	79.1	7.174984	0	1
1228	1069	1096.442	79.1	8.798150	0	1
1229	1070	1097.354	57.9	9.461903	0	1
1230	1071	1098.231	57.4	10.821243	0	1
1231	1071	1099.098	57.4	10.305191	0	1
1232	1072	1099.966	35.0	11.884549	0	1
1233	1073	1100.862	34.8	15.690946	0	1
1234	1074	1101.749	35.0	15.376608	0	1
1235	1075	1102.641	0.0	16.357838	0	1
1236	1076	1103.560	0.0	19.706287	0	1
1237	1077	1104.456	0.0	19.578327	0	1
1238	1078	1105.377	0.0	17.940986	0	1
1239	1079	1106.303	0.0	15.370545	0	1
1240	1079	1107.202	0.0	14.273386	0	1
1241	1080	1108.076	0.0	12.630660	0	1
1242	1081	1108.928	0.0	9.279288	0	1
1243	1082	1109.816	0.0	6.675512	0	1
1244	1083	1110.693	0.0	0.000000	1	1
1245	1084	1111.593	0.0	4.021067	0	1
1246	1085	1112.433	0.0	0.000000	1	1
1247	1086	1113.453	0.0	0.000000	1	1
1248	1086	1114.440	0.0	0.000000	1	1
1249	1087	1115.312	0.0	0.000000	1	1
1250	1088	1116.202	0.0	0.000000	1	1
1251	1089	1117.114	0.0	0.000000	1	1
1252	1090	1118.044	0.0	0.000000	1	1
1253	1091	1118.992	0.0	0.000000	1	1
1254	1092	1119.948	0.0	0.000000	1	1
1255	1093	1120.865	91.8	17.728869	0	1
1256	1094	1121.729	0.0	18.385020	0	1
1257	1095	1122.610	47.1	16.150308	0	1
1258	1095	1123.507	47.1	16.968715	0	1
1259	1096	1124.418	47.1	11.577580	0	1
1260	1097	1125.301	61.5	8.804876	0	1
1261	1098	1126.167	61.6	6.807864	0	1
1262	1099	1127.007	66.2	5.478464	0	1
1263	1100	1127.864	66.2	5.648174	0	1
1264	1100	1128.697	66.2	4.993279	0	1
1265	1101	1129.596	67.1	4.156684	0	1
1266	1102	1130.465	67.5	3.680868	0	1
1267	1103	1131.328	69.4	3.419791	0	1
1268	1104	1132.196	68.9	3.158377	0	1
1269	1105	1133.023	68.3	3.160475	0	1
1270	1106	1133.853	68.3	3.613325	0	1
1271	1106	1134.707	68.3	2.866653	0	1
1272	1107	1135.599	67.8	2.845704	0	1
1273	1108	1136.510	67.7	2.797738	0	1
1274	1109	1137.354	67.5	2.700997	0	1
1275	1110	1138.227	67.0	2.674369	0	1
1276	1111	1139.106	66.6	2.539047	0	1
1277	1112	1139.970	66.1	2.963282	0	1
1278	1112	1140.852	66.1	2.173277	0	1
1279	1113	1141.734	67.2	2.227495	0	1
1280	1114	1142.599	66.9	1.934906	0	1
1281	1115	1143.455	66.7	1.528960	0	1
1282	1116	1144.326	66.8	1.702127	0	1
1283	1117	1145.209	71.3	2.235919	0	1
1284	1118	1146.065	71.3	3.098080	0	1
1285	1118	1146.929	71.3	1.738176	0	1
1286	1119	1147.797	69.7	2.348630	0	1
1287	1120	1148.676	69.7	2.834373	0	1
1288	1121	1149.532	67.8	2.531805	0	1
1289	1122	1150.400	67.8	3.361054	0	1
1290	1123	1151.245	69.0	3.279441	0	1
1291	1123	1152.104	69.0	3.845054	0	1
1292	1124	1152.985	69.0	3.717725	0	1
1293	1125	1153.833	69.5	4.724869	0	1
1294	1126	1154.704	69.2	5.075006	0	1
1295	1127	1155.544	69.0	4.940140	0	1
1296	1128	1156.394	68.9	5.861907	0	1
1297	1129	1157.288	68.3	5.957131	0	1
1298	1129	1158.158	68.3	5.361684	0	1
