frame	wall_ms	elapsed_s	grab_s	sign_red	sign_box	sign_ink	sign_sig	avg_blue	avg_box	avg_fill	avg_errfill	avg_errink	chip_fill	chip_err	dial_ink	dial_red
0	1786606927085	0.000	0.880	0.000000		0.000000	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1	1786606927969	0.884	0.892	0.000000		0.000000	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	1786606928866	1.781	0.875	0.000000		0.000000	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3	1786606929746	2.661	0.841	0.000000		0.000000	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4	1786606930591	3.506	0.904	0.000000		0.000000	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5	1786606931500	4.414	0.836	0.000000		0.000000	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6	1786606932340	5.255	0.838	0.000000		0.000000	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7	1786606933184	6.099	0.929	0.000000		0.000000	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8	1786606934118	7.033	1.055	0.000000		0.000000	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
9	1786606935177	8.092	0.752	0.000000		0.000000	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
10	1786606935934	8.849	0.751	0.000000		0.000000	deeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	0.000000		0.000576	0.000000	0.000000	0.001657	0.000000	0.000000	0.000000
11	1786606936691	9.605	0.774	0.000000		0.000000	eeeeeeeeeeedeeeedeeeeeeeeeeeeeeeeeee	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
12	1786606937469	10.384	0.897	0.000000		0.000000	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13	1786606938371	11.285	0.863	0.000000		0.000000	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
14	1786606939238	12.153	0.829	0.000000		0.000000	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
15	1786606940072	12.986	0.856	0.000000		0.000000	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
16	1786606940933	13.848	0.853	0.000000		0.000000	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
17	1786606941790	14.705	0.784	0.000000		0.000000	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
18	1786606942579	15.494	0.880	0.000000		0.000000	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
19	1786606943463	16.378	0.844	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.053992	0.000000
20	1786606944313	17.227	0.824	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.053992	0.000000
21	1786606945141	18.056	0.822	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052899	0.000000
22	1786606945968	18.882	0.836	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052899	0.000000
23	1786606946810	19.724	0.870	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052899	0.000000
24	1786606947685	20.599	0.828	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052899	0.000000
25	1786606948518	21.432	0.820	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052899	0.000000
26	1786606949343	22.257	0.834	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052899	0.000000
27	1786606950183	23.097	0.822	0.000000		0.015660	eeeeeeedbbbeebeedbdcb9bbebefdceecbce	0.000000		0.000000	0.090921	0.011813	0.000000	0.000000	0.000000	0.442253
28	1786606951010	23.925	0.831	0.013932	126x126+379+229	0.033264	eeedeeedabbeeaeedadbb7baeaefcbeebace	0.000000		0.000000	0.091159	0.011777	0.000000	0.000000	0.000000	0.443409
29	1786606951846	24.761	0.885	0.013932	126x126+379+229	0.029201	eeddeeedabbeeadddadbcabaeaefcbeebace	0.000000		0.000000	0.091159	0.011777	0.000000	0.000000	0.000000	0.443409
30	1786606952736	25.650	0.810	0.013932	126x126+379+229	0.029201	eedeeeedabbeeadddadbcabaeaefcbeebace	0.000000		0.000000	0.091159	0.011777	0.000000	0.000000	0.000000	0.443409
31	1786606953551	26.466	0.812	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052741	0.000000
32	1786606954368	27.283	0.828	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052804	0.000000
33	1786606955202	28.117	0.822	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052804	0.000000
34	1786606956028	28.943	0.825	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052741	0.000000
35	1786606956858	29.772	0.889	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052741	0.000000
36	1786606957753	30.668	0.807	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.053089	0.000000
37	1786606958565	31.480	0.841	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052741	0.000000
38	1786606959411	32.326	0.822	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052741	0.000000
39	1786606960238	33.152	0.837	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052804	0.000000
40	1786606961080	33.995	0.858	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052804	0.000000
41	1786606961945	34.859	0.908	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.045580	0.000000
42	1786606962858	35.772	0.834	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.055181	0.000000
43	1786606963698	36.612	0.867	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.040051	0.000000
44	1786606964570	37.484	0.878	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.055181	0.000000
45	1786606965453	38.367	0.829	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.045580	0.000000
46	1786606966287	39.202	0.852	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.045580	0.000000
47	1786606967144	40.058	0.885	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052804	0.000000
48	1786606968033	40.948	0.868	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052741	0.000000
49	1786606968907	41.821	0.825	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.053089	0.000000
50	1786606969736	42.650	0.891	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.053089	0.000000
51	1786606970633	43.547	0.857	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.053089	0.000000
52	1786606971494	44.409	0.855	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052899	0.000000
53	1786606972355	45.269	0.860	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.053089	0.000000
54	1786606973219	46.134	0.850	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052741	0.000000
55	1786606974074	46.989	0.851	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.053089	0.000000
56	1786606974930	47.845	0.859	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052741	0.000000
57	1786606975794	48.709	0.886	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052741	0.000000
58	1786606976685	49.599	0.874	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052741	0.000000
59	1786606977563	50.478	0.884	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052741	0.000000
60	1786606978451	51.366	0.858	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052741	0.000000
61	1786606979315	52.229	0.858	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052741	0.000000
62	1786606980177	53.092	0.876	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052741	0.000000
63	1786606981059	53.973	0.856	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052741	0.000000
64	1786606981919	54.833	0.865	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052741	0.000000
65	1786606982789	55.704	0.883	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052741	0.000000
66	1786606983676	56.591	0.886	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052741	0.000000
67	1786606984567	57.481	0.847	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052741	0.000000
68	1786606985418	58.333	0.891	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052741	0.000000
69	1786606986314	59.229	0.878	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052741	0.000000
70	1786606987197	60.111	0.898	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052741	0.000000
71	1786606988099	61.014	0.907	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052741	0.000000
72	1786606989010	61.925	0.867	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052741	0.000000
73	1786606989882	62.797	0.864	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052741	0.000000
74	1786606990751	63.665	0.869	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.052804	0.000000
75	1786606991625	64.539	0.877	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.055181	0.000000
76	1786606992506	65.420	0.889	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.040051	0.000000
77	1786606993399	66.314	0.855	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.043441	0.000000
78	1786606994258	67.173	0.867	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.043441	0.000000
79	1786606995130	68.045	0.874	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.034078	0.000000
80	1786606996008	68.923	0.841	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.034078	0.000000
81	1786606996854	69.769	0.882	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.040431	0.000000
82	1786606997740	70.654	0.899	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.039338	0.000000
83	1786606998644	71.559	0.889	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.039528	0.000000
84	1786606999537	72.452	0.885	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.039338	0.000000
85	1786607000427	73.341	0.907	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.039528	0.000000
86	1786607001338	74.253	0.851	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.039179	0.000000
87	1786607002194	75.109	0.912	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.039179	0.000000
88	1786607003111	76.025	0.861	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.039179	0.000000
89	1786607003978	76.892	0.877	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.039179	0.000000
90	1786607004859	77.774	0.891	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.039179	0.000000
91	1786607005755	78.669	0.874	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.039528	0.000000
92	1786607006633	79.547	0.894	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.039179	0.000000
93	1786607007533	80.447	0.902	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.039243	0.000000
94	1786607008439	81.353	0.883	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.039243	0.000000
95	1786607009327	82.241	0.861	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.032018	0.000000
96	1786607010192	83.106	0.873	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.032018	0.000000
97	1786607011069	83.984	0.866	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.041619	0.000000
98	1786607011940	84.854	0.894	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.046831	0.000000
99	1786607012839	85.753	0.919	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.046831	0.000000
100	1786607013763	86.678	0.875	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.043821	0.000000
101	1786607014643	87.558	0.870	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.042728	0.000000
102	1786607015518	88.432	0.907	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.042918	0.000000
103	1786607016430	89.345	0.859	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.035409	0.000000
104	1786607017294	90.208	0.842	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.035409	0.000000
105	1786607018141	91.055	0.891	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.033365	0.000000
106	1786607019036	91.951	0.906	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.033555	0.000000
107	1786607019948	92.862	0.891	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.035646	0.000000
108	1786607020843	93.758	0.923	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.040431	0.000000
109	1786607021771	94.686	0.902	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.040811	0.000000
110	1786607022677	95.592	0.868	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.039908	0.000000
111	1786607023550	96.464	0.914	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.041999	0.000000
112	1786607024468	97.383	0.893	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.038625	0.000000
113	1786607025366	98.281	0.873	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.038625	0.000000
114	1786607026243	99.158	0.851	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.033555	0.000000
115	1786607027099	100.013	0.891	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.033555	0.000000
116	1786607027994	100.909	0.890	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.039005	0.000000
117	1786607028889	101.804	0.862	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.039005	0.000000
118	1786607029756	102.671	0.881	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.039005	0.000000
119	1786607030642	103.556	0.870	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.038657	0.000000
120	1786607031516	104.431	0.900	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.038720	0.000000
121	1786607032421	105.336	0.852	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.038720	0.000000
122	1786607033278	106.193	0.949	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.038720	0.000000
123	1786607034232	107.147	0.923	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.039005	0.000000
124	1786607035159	108.074	0.855	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.039005	0.000000
125	1786607036019	108.934	0.903	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.039005	0.000000
126	1786607036927	109.842	0.855	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.039005	0.000000
127	1786607037788	110.703	0.848	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.038815	0.000000
128	1786607038641	111.556	0.873	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.038815	0.000000
129	1786607039519	112.433	0.885	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.038815	0.000000
130	1786607040409	113.323	0.895	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbedbace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.039908	0.000000
131	1786607041309	114.224	0.861	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.039908	0.000000
132	1786607042175	115.089	0.871	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.033555	0.000000
133	1786607043051	115.966	0.874	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.042918	0.000000
134	1786607043930	116.845	0.889	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.033555	0.000000
135	1786607044824	117.739	0.866	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.033555	0.000000
136	1786607045695	118.610	0.879	0.013932	126x126+379+229	0.042674	eeeeeeedabbeeaedcadba87aeaefcbeebace	0.000000		0.000000	0.000052	0.000000	0.000000	0.000000	0.033555	0.000000
